turbine [MW],site,seed,LCOE [€/MWh],avg_water_depth [m],AEP [GWh],AEP without wake loss [GWh],Wake loss [%],Monopile Cost [M€],Monopile Tax [M€],CAPEX [M€],Turbine Tax [M€]
10,EIB1N,5,60.858548202622174,-42.03991081668679,3693.583464513674,3847.26763939319,3.99463175646798,495.1496655625754,0.0,2100000495.1496656,0.0
10,EIB1N,6,60.88179068595059,-42.0345856639342,3692.0239746667407,3847.26763939319,4.035166754110593,495.1296962397532,0.0,2100000495.129696,0.0
10,EIB1N,7,60.84801970949653,-42.20015862385795,3694.9797392672704,3847.26763939319,3.958339122721896,495.75059483946734,0.0,2100000495.7505949,0.0
10,EIB1N,8,60.85161617935076,-42.07117376343683,3694.178440668711,3847.26763939319,3.979166854859753,495.2669016128881,0.0,2100000495.2669015,0.0
10,EIB1N,9,60.844983380390005,-42.14177949862631,3694.9256252301975,3847.26763939319,3.9597456803660473,495.53167311984856,0.0,2100000495.5316727,0.0
10,EIB1N,10,60.84790122814383,-42.00960827532128,3694.1552568088023,3847.26763939319,3.9797694607110063,495.0360310324548,0.0,2100000495.036031,0.0
10,EIB1S,1,60.8397327858303,-37.69497951566866,3675.8466541824014,3840.348031408999,4.283501804555015,478.8561731837575,0.0,2100000478.8561733,0.0
10,EIB1S,2,60.83503613352641,-37.71730493970393,3676.253393454027,3840.348031408999,4.27291059593801,478.9398935238897,0.0,2100000478.9398932,0.0
10,EIB1S,3,60.81996577842904,-37.636149580710686,3676.891250741193,3840.348031408999,4.256301234443972,478.635560927665,0.0,2100000478.635561,0.0
10,EIB1S,4,60.81383228889258,-37.54458624884389,3676.895119871555,3840.348031408999,4.256200484972037,478.2921984331646,0.0,2100000478.2921984,0.0
10,EIB1S,5,60.89560469374572,-38.10728051320066,3673.971754126421,3840.348031408999,4.332322902034877,480.4023019245024,0.0,2100000480.402302,0.0
10,EIB1S,6,60.8535513874512,-37.58891728072036,3674.473989672336,3840.348031408999,4.3192450366485255,478.4584398027013,0.0,2100000478.45844,0.0
10,EIB1S,7,60.92980694746679,-38.1018821205407,3671.7014975228326,3840.348031408999,4.391438809890648,480.3820579520276,0.0,2100000480.382058,0.0
10,EIB1S,8,60.909490293962776,-38.14342904938872,3673.217014194378,3840.348031408999,4.351975806559949,480.5378589352076,0.0,2100000480.537859,0.0
10,EIB1S,9,60.88024987073898,-37.79956081157694,3673.6379538168153,3840.348031408999,4.341014830653739,479.2483530434136,0.0,2100000479.248353,0.0
10,EIB1S,10,60.85889980912441,-37.7782624952659,3674.949057763738,3840.348031408999,4.306874592940918,479.1684843572471,0.0,2100000479.1684844,0.0
10,EIB2,1,60.7869296841461,-44.0371381578402,7414.117269279659,7665.319126695645,3.2771219731887955,1005.2785361838014,0.0,4200001005.278536,0.0
10,EIB2,2,60.786542953200296,-44.17770214242724,7415.397980212556,7665.319126695645,3.260414111301655,1006.3327660682044,0.0,4200001006.332766,0.0
10,EIB2,3,60.78527725570101,-44.23476375754832,7416.065274562396,7665.319126695645,3.251708741847228,1006.7607281816124,0.0,4200001006.760728,0.0
10,EIB2,4,60.800704565653085,-44.228337607591264,7413.958756990512,7665.319126695645,3.279189888255703,1006.7125320569344,0.0,4200001006.712532,0.0
10,EIB2,5,60.78313502048635,-44.28604791688009,7416.798610316669,7665.319126695645,3.2421418113365346,1007.1453593766006,0.0,4200001007.14536,0.0
